Order_ID,Order_Date,Category,Product,Region,Customer_Segment,Payment_Method,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Year,Month,Month_Name,Quarter
ORD101649,2025-12-17,Home & Kitchen,Blender,East,Consumer,Debit Card,1.0,4697.0,0.19,3804.57,3100.02,704.5500000000002,2025,12,Dec,Q4
ORD101650,2025-01-22,Sports,Football,West,Consumer,Net Banking,3.0,2807.0,0.22,6568.38,5221.02,1347.3599999999997,2025,1,Jan,Q1
ORD101651,2025-04-22,Beauty,Makeup Kit,Central,Consumer,Credit Card,2.0,888.0,0.13,1545.12,923.52,621.5999999999999,2025,4,Apr,Q2
ORD101652,2024-03-25,Clothing,Jeans,East,Consumer,COD,1.0,1548.0,0.23,1191.96,897.84,294.12,2024,3,Mar,Q1
ORD101653,2025-10-19,Electronics,Smartphone,North,Consumer,Net Banking,1.0,22589.0,0.24,17167.64,17167.64,0.0,2025,10,Oct,Q4
ORD101654,2024-05-29,Beauty,Shampoo,Central,Corporate,UPI,2.0,837.0,0.13,1456.38,870.48,585.9000000000001,2024,5,May,Q2
ORD101655,2025-06-22,Electronics,Headphones,South,Consumer,Net Banking,1.0,18361.0,0.12,16157.68,13954.36,2203.3199999999997,2025,6,Jun,Q2
ORD101656,2025-10-28,Electronics,Tablet,West,Consumer,UPI,3.0,17571.0,0.24,40061.88,40061.88,0.0,2025,10,Oct,Q4
ORD101657,2024-03-28,Sports,Cricket Bat,North,Consumer,Credit Card,1.0,2154.0,0.23,1658.58,1335.48,323.0999999999999,2024,3,Mar,Q1
ORD101658,2025-07-15,Home & Kitchen,Blender,Central,Consumer,Net Banking,2.0,3669.0,0.06,6897.72,4843.08,2054.6400000000003,2025,7,Jul,Q3
ORD101659,2024-02-09,Home & Kitchen,Coffee Maker,East,Consumer,Net Banking,3.0,4225.0,0.26,9379.5,8365.5,1014.0,2024,2,Feb,Q1
ORD101660,2024-10-17,Sports,Yoga Mat,West,Consumer,UPI,2.0,3676.0,0.06,6910.88,4558.24,2352.6400000000003,2024,10,Oct,Q4
ORD101661,2024-05-15,Electronics,Headphones,Central,Consumer,COD,4.0,27426.0,0.17,91054.32,83375.04,7679.280000000013,2024,5,May,Q2
ORD101662,2024-02-28,Home & Kitchen,Coffee Maker,Central,Corporate,Unknown,4.0,5609.0,0.27,16378.28,14807.76,1570.5200000000004,2024,2,Feb,Q1
ORD101663,2024-11-08,Sports,Football,East,Consumer,UPI,1.0,3216.0,0.26,2379.84,1993.92,385.9200000000001,2024,11,Nov,Q4
ORD101664,2024-10-03,Beauty,Face Serum,East,Corporate,Credit Card,4.0,1243.0,0.15,4226.2,2585.44,1640.7599999999998,2024,10,Oct,Q4
ORD101665,2024-05-28,Clothing,Jeans,South,Corporate,UPI,1.0,1703.0,0.02,1668.94,987.74,681.2,2024,5,May,Q2
ORD101666,2025-12-14,Electronics,Laptop,South,Consumer,Unknown,5.0,25458.0,0.16,106923.6,96740.4,10183.200000000012,2025,12,Dec,Q4
ORD101667,2025-10-15,Electronics,Smartphone,West,Consumer,COD,4.0,21442.0,0.19,69472.08,65183.68,4288.4000000000015,2025,10,Oct,Q4
ORD101668,2025-10-29,Home & Kitchen,Cookware Set,North,Small Business,UPI,1.0,5075.0,0.15,4313.75,3349.5,964.25,2025,10,Oct,Q4
ORD101669,2024-07-04,Sports,Yoga Mat,East,Consumer,Credit Card,2.0,3032.0,0.27,4426.72,3759.68,667.0400000000004,2024,7,Jul,Q3
ORD101670,2024-05-01,Clothing,Jeans,North,Corporate,Credit Card,5.0,2126.0,0.21,8397.7,6165.4,2232.300000000001,2024,5,May,Q2
ORD101671,2025-10-27,Clothing,Jacket,West,Small Business,Net Banking,4.0,2180.0,0.21,6888.8,5057.6,1831.1999999999998,2025,10,Oct,Q4
ORD101672,2025-05-25,Clothing,Jacket,South,Small Business,COD,1.0,2121.0,0.23,1633.17,1230.18,402.99,2025,5,May,Q2
ORD101673,2024-12-02,Home & Kitchen,Cookware Set,West,Consumer,Credit Card,2.0,3947.0,0.2,6315.2,5210.04,1105.1599999999999,2024,12,Dec,Q4
ORD101674,2025-12-26,Beauty,Moisturizer,Central,Consumer,Credit Card,3.0,1108.0,0.09,3024.84,1728.48,1296.3600000000001,2025,12,Dec,Q4
ORD101675,2024-07-12,Clothing,Jeans,North,Consumer,COD,3.0,1092.0,0.1,2948.4,1900.08,1048.3200000000002,2024,7,Jul,Q3
ORD101676,2025-09-12,Beauty,Face Serum,North,Consumer,Credit Card,3.0,1387.0,0.22,3245.58,2163.72,1081.8600000000001,2025,9,Sep,Q3
ORD101677,2025-10-25,Sports,Running Shoes,East,Consumer,COD,1.0,3364.0,0.25,2523.0,2085.68,437.32000000000016,2025,10,Oct,Q4
ORD101678,2025-09-27,Home & Kitchen,Blender,East,Consumer,Net Banking,2.0,4251.0,0.14,7311.72,5611.32,1700.4000000000005,2025,9,Sep,Q3
ORD101679,2025-11-18,Home & Kitchen,Coffee Maker,Central,Consumer,Net Banking,2.0,3539.0,0.05,6724.1,4671.48,2052.620000000001,2025,11,Nov,Q4
ORD101680,2025-08-14,Beauty,Perfume,South,Consumer,UPI,3.0,649.0,0.13,1693.89,1012.44,681.45,2025,8,Aug,Q3
ORD101681,2024-01-16,Beauty,Perfume,West,Consumer,Net Banking,4.0,999.0,0.23,3076.92,2077.92,999.0,2024,1,Jan,Q1
ORD101682,2024-02-19,Home & Kitchen,Air Fryer,South,Consumer,Debit Card,4.0,3698.0,0.26,10946.08,9762.72,1183.3600000000006,2024,2,Feb,Q1
ORD101683,2024-08-15,Sports,Running Shoes,North,Consumer,Credit Card,2.0,2897.0,0.09,5272.54,3592.28,1680.2599999999998,2024,8,Aug,Q3
ORD101684,2025-12-15,Electronics,Smartwatch,East,Consumer,COD,5.0,19389.0,0.21,76586.55,73678.2,2908.350000000006,2025,12,Dec,Q4
ORD101685,2024-03-05,Electronics,Smartwatch,North,Consumer,Net Banking,3.0,20377.0,0.03,59297.07,46459.56,12837.510000000002,2024,3,Mar,Q1
ORD101686,2025-04-19,Clothing,Jeans,Central,Consumer,Credit Card,1.0,1217.0,0.13,1058.79,705.86,352.92999999999995,2025,4,Apr,Q2
ORD101687,2024-02-15,Beauty,Makeup Kit,South,Consumer,Credit Card,4.0,1305.0,0.19,4228.2,2714.4,1513.7999999999997,2024,2,Feb,Q1
ORD101688,2024-05-25,Clothing,Jacket,East,Corporate,Debit Card,5.0,1283.0,0.12,5645.2,3720.7,1924.5,2024,5,May,Q2
ORD101689,2025-05-03,Clothing,Sneakers,West,Consumer,Credit Card,1.0,1183.0,0.14,1017.38,686.14,331.24,2025,5,May,Q2
ORD101690,2025-01-16,Electronics,Laptop,East,Consumer,Credit Card,5.0,31538.0,0.06,148228.6,119844.4,28384.20000000001,2025,1,Jan,Q1
ORD101691,2025-10-30,Beauty,Shampoo,South,Consumer,Debit Card,1.0,1837.0,0.04,1763.52,955.24,808.28,2025,10,Oct,Q4
ORD101692,2024-01-31,Sports,Football,Unknown,Consumer,COD,5.0,2730.0,0.17,11329.5,8463.0,2866.5,2024,1,Jan,Q1
ORD101693,2025-11-11,Beauty,Makeup Kit,East,Consumer,UPI,1.0,1431.0,0.3,1001.7,744.12,257.58000000000004,2025,11,Nov,Q4
ORD101694,2025-01-27,Electronics,Smartwatch,East,Consumer,Credit Card,3.0,27686.0,0.26,61462.92,63124.08,-1661.1600000000035,2025,1,Jan,Q1
ORD101695,2025-01-01,Electronics,Laptop,North,Consumer,COD,4.0,32550.0,0.23,100254.0,98952.0,1302.0,2025,1,Jan,Q1
ORD101696,2024-10-14,Home & Kitchen,Coffee Maker,East,Consumer,Net Banking,5.0,4490.0,0.28,16164.0,14817.0,1347.0,2024,10,Oct,Q4
ORD101697,2025-01-23,Clothing,Sneakers,Central,Corporate,Credit Card,5.0,1526.0,0.11,6790.7,4425.4,2365.3,2025,1,Jan,Q1
ORD101698,2024-07-14,Clothing,Dress,Central,Consumer,Net Banking,4.0,1755.0,0.26,5194.8,4071.6,1123.2000000000003,2024,7,Jul,Q3
ORD101699,2025-01-15,Sports,Cricket Bat,North,Small Business,Debit Card,2.0,2414.0,0.3,3379.6,2993.36,386.2399999999998,2025,1,Jan,Q1
ORD101700,2025-02-07,Home & Kitchen,Cookware Set,East,Corporate,Debit Card,2.0,3635.0,0.04,6979.2,4798.2,2181.0,2025,2,Feb,Q1
ORD101701,2024-11-27,Beauty,Shampoo,North,Corporate,COD,1.0,1167.0,0.14,1003.62,606.84,396.78,2024,11,Nov,Q4
ORD101702,2024-04-02,Beauty,Makeup Kit,North,Consumer,Net Banking,2.0,1201.0,0.27,1753.46,1249.04,504.4200000000001,2024,4,Apr,Q2
ORD101703,2025-06-29,Unknown,Coffee Maker,West,Consumer,COD,5.0,5522.0,0.16,23192.4,18222.6,4969.800000000003,2025,6,Jun,Q2
ORD101704,2025-03-24,Beauty,Shampoo,East,Consumer,Debit Card,1.0,1011.0,0.03,980.67,525.72,454.94999999999993,2025,3,Mar,Q1
ORD101705,2024-12-25,Home & Kitchen,Air Fryer,West,Consumer,Debit Card,3.0,3643.0,0.27,7978.17,7213.14,765.0299999999997,2024,12,Dec,Q4
ORD101706,2025-04-27,Beauty,Perfume,South,Small Business,Net Banking,2.0,1385.0,0.26,2049.8,1440.4,609.4000000000001,2025,4,Apr,Q2
ORD101707,2025-02-16,Home & Kitchen,Cookware Set,Central,Corporate,UPI,5.0,3720.0,0.09,16926.0,12276.0,4650.0,2025,2,Feb,Q1
ORD101708,2025-03-04,Clothing,Jacket,North,Consumer,Credit Card,5.0,1902.0,0.14,8178.6,5515.8,2662.8,2025,3,Mar,Q1
ORD101709,2024-04-16,Unknown,Blender,South,Small Business,COD,1.0,3905.0,0.03,18939.25,12886.5,6052.75,2024,4,Apr,Q2
ORD101710,2024-10-02,Clothing,T-Shirt,South,Corporate,Credit Card,3.0,1445.0,0.19,3511.35,2514.3,997.0499999999997,2024,10,Oct,Q4
ORD101711,2024-09-01,Home & Kitchen,Cookware Set,West,Consumer,Net Banking,3.0,3955.0,0.17,9847.95,7830.9,2017.050000000001,2024,9,Sep,Q3
ORD101712,2025-10-08,Sports,Yoga Mat,Central,Consumer,UPI,3.0,2663.0,0.19,6471.09,4953.18,1517.9099999999999,2025,10,Oct,Q4
ORD101713,2024-12-18,Clothing,Sneakers,West,Consumer,COD,1.0,1467.0,0.14,1261.62,850.86,410.7599999999999,2024,12,Dec,Q4
ORD101714,2025-09-01,Electronics,Smartphone,Unknown,Consumer,Debit Card,2.0,20425.0,0.1,36765.0,31046.0,5719.0,2025,9,Sep,Q3
ORD101715,2024-02-02,Clothing,Jacket,South,Corporate,UPI,1.0,1407.0,0.22,1097.46,816.06,281.4000000000001,2024,2,Feb,Q1
ORD101716,2024-06-15,Home & Kitchen,Cookware Set,North,Small Business,Credit Card,4.0,5308.0,0.16,17834.88,14013.12,3821.76,2024,6,Jun,Q2
ORD101717,2025-10-25,Electronics,Smartwatch,South,Consumer,COD,2.0,18440.0,0.26,27291.2,28028.8,-737.5999999999985,2025,10,Oct,Q4
ORD101718,2024-09-28,Sports,Dumbbells,East,Consumer,Net Banking,2.0,2151.0,0.14,3699.72,2667.24,1032.48,2024,9,Sep,Q3
ORD101719,2024-02-21,Sports,Running Shoes,East,Consumer,COD,1.0,2869.0,0.12,2524.72,1778.78,745.9399999999998,2024,2,Feb,Q1
ORD101720,2024-12-11,Electronics,Tablet,Central,Consumer,COD,3.0,21046.0,0.06,59349.72,47984.88,11364.840000000004,2024,12,Dec,Q4
ORD101721,2025-04-26,Home & Kitchen,Cookware Set,South,Consumer,COD,5.0,3868.0,0.29,13731.4,12764.4,967.0,2025,4,Apr,Q2
ORD101722,2025-12-10,Beauty,Makeup Kit,North,Corporate,Debit Card,3.0,1294.0,0.29,2756.22,2018.64,737.5799999999997,2025,12,Dec,Q4
ORD101723,2024-07-08,Home & Kitchen,Coffee Maker,North,Consumer,Net Banking,4.0,1993.0,0.04,7653.12,5261.52,2391.5999999999995,2024,7,Jul,Q3
ORD101724,2025-03-03,Clothing,Jacket,North,Small Business,Credit Card,2.0,1591.0,0.3,2227.4,1845.56,381.84000000000015,2025,3,Mar,Q1
ORD101725,2024-05-25,Electronics,Laptop,Unknown,Corporate,Debit Card,1.0,22747.0,0.29,16150.37,17287.72,-1137.3500000000004,2024,5,May,Q2
ORD101726,2024-04-17,Home & Kitchen,Cookware Set,North,Consumer,Credit Card,4.0,3616.0,0.29,10269.44,9546.24,723.2000000000007,2024,4,Apr,Q2
ORD101727,2025-06-21,Clothing,Sneakers,Central,Consumer,Net Banking,3.0,1739.0,0.11,4643.13,3025.86,1617.27,2025,6,Jun,Q2
ORD101728,2025-12-06,Clothing,T-Shirt,Central,Consumer,Credit Card,4.0,2175.0,0.1,7830.0,5046.0,2784.0,2025,12,Dec,Q4
ORD101729,2024-01-14,Home & Kitchen,Air Fryer,North,Consumer,Debit Card,5.0,2893.0,0.22,11282.7,9546.9,1735.800000000001,2024,1,Jan,Q1
ORD101730,2024-02-09,Home & Kitchen,Blender,East,Consumer,Debit Card,3.0,4212.0,0.2,10108.8,8339.76,1769.039999999999,2024,2,Feb,Q1
ORD101731,2024-01-23,Clothing,Dress,West,Consumer,COD,2.0,1782.0,0.08,3278.88,2067.12,1211.7600000000002,2024,1,Jan,Q1
ORD101732,2025-08-02,Electronics,Smartphone,South,Consumer,COD,3.0,15237.0,0.1,41139.9,34740.36,6399.540000000001,2025,8,Aug,Q3
ORD101733,2025-01-20,Electronics,Smartphone,South,Consumer,Credit Card,1.0,20885.0,0.16,17543.399999999998,47617.8,-30074.400000000005,2025,1,Jan,Q1
ORD101734,2025-01-17,Clothing,Jeans,East,Consumer,Net Banking,1.0,2142.0,0.24,1627.92,1242.36,385.5600000000002,2025,1,Jan,Q1
ORD101735,2025-12-24,Beauty,Makeup Kit,Unknown,Consumer,COD,1.0,1194.0,0.16,766.09,479.96,286.13000000000005,2025,12,Dec,Q4
ORD101736,2025-06-20,Beauty,Moisturizer,Central,Consumer,Credit Card,5.0,1098.0,0.11,4886.1,2854.8,2031.3000000000002,2025,6,Jun,Q2
ORD101737,2025-02-26,Sports,Running Shoes,North,Consumer,COD,5.0,2391.0,0.08,10998.6,7412.1,3586.5,2025,2,Feb,Q1
ORD101738,2024-12-23,Home & Kitchen,Vacuum Cleaner,Central,Small Business,COD,2.0,4137.0,0.07,7694.82,5460.84,2233.9799999999996,2024,12,Dec,Q4
ORD101739,2025-03-25,Home & Kitchen,Cookware Set,East,Consumer,COD,5.0,4426.0,0.23,17040.1,14605.8,2434.2999999999993,2025,3,Mar,Q1
ORD101740,2025-10-03,Beauty,Makeup Kit,East,Consumer,UPI,3.0,966.0,0.18,2376.36,1506.96,869.4000000000001,2025,10,Oct,Q4
ORD101741,2025-02-25,Home & Kitchen,Coffee Maker,South,Consumer,Credit Card,4.0,5759.0,0.12,20271.68,15203.76,5067.92,2025,2,Feb,Q1
ORD101742,2025-05-02,Sports,Dumbbells,South,Small Business,Credit Card,3.0,3518.0,0.21,8337.66,6543.48,1794.1800000000003,2025,5,May,Q2
ORD101743,2025-10-27,Clothing,Dress,South,Consumer,Credit Card,5.0,1321.0,0.14,5680.3,3830.9,1849.4,2025,10,Oct,Q4
ORD101744,2025-04-18,Sports,Running Shoes,East,Consumer,UPI,2.0,2859.0,0.26,4231.32,3545.16,686.1599999999999,2025,4,Apr,Q2
ORD101745,2024-08-24,Home & Kitchen,Blender,Central,Consumer,Credit Card,1.0,5526.0,0.15,4697.1,3647.16,1049.9400000000005,2024,8,Aug,Q3
ORD101746,2025-07-22,Electronics,Tablet,East,Corporate,Debit Card,1.0,27673.0,0.15,23522.05,21031.48,2490.5699999999997,2025,7,Jul,Q3
ORD101747,2024-08-12,Electronics,Headphones,West,Consumer,Credit Card,2.0,23484.0,0.2,37574.4,35695.68,1878.7200000000012,2024,8,Aug,Q3
ORD101748,2024-08-11,Home & Kitchen,Cookware Set,Central,Consumer,Debit Card,3.0,4348.0,0.03,12652.68,8609.04,4043.6399999999994,2024,8,Aug,Q3
ORD101749,2025-09-20,Electronics,Smartwatch,West,Consumer,COD,4.0,18160.0,0.16,61017.6,55206.4,5811.199999999997,2025,9,Sep,Q3
ORD101750,2025-08-02,Beauty,Shampoo,South,Consumer,Debit Card,3.0,1252.0,0.16,3155.04,1953.12,1201.92,2025,8,Aug,Q3
ORD101751,2024-05-20,Clothing,Jeans,North,Consumer,Credit Card,3.0,1800.5,0.28,3069.36,2472.54,596.8200000000002,2024,5,May,Q2
ORD101752,2025-08-06,Clothing,Sneakers,West,Consumer,Debit Card,1.0,1835.0,0.29,1302.85,1064.3,238.54999999999995,2025,8,Aug,Q3
ORD101753,2025-12-10,Electronics,Tablet,North,Consumer,COD,5.0,16650.0,0.27,60772.5,63270.0,-2497.5,2025,12,Dec,Q4
ORD101754,2025-01-29,Electronics,Laptop,East,Consumer,Net Banking,3.0,21826.0,0.13,56965.86,49763.28,7202.580000000002,2025,1,Jan,Q1
ORD101755,2024-02-26,Clothing,Dress,North,Corporate,Debit Card,3.0,1781.0,0.16,4488.12,3098.94,1389.1799999999998,2024,2,Feb,Q1
ORD101756,2024-06-30,Home & Kitchen,Blender,North,Small Business,COD,3.0,3263.0,0.05,9299.55,6460.74,2838.8099999999995,2024,6,Jun,Q2
ORD101757,2024-08-17,Clothing,T-Shirt,West,Consumer,UPI,1.0,1371.0,0.06,2577.48,1590.36,987.1200000000001,2024,8,Aug,Q3
ORD101758,2024-10-18,Sports,Football,North,Consumer,COD,5.0,3598.0,0.28,12952.8,11153.8,1799.0,2024,10,Oct,Q4
ORD101759,2025-01-10,Sports,Football,South,Consumer,COD,3.0,4076.0,0.14,10516.08,7581.36,2934.7200000000003,2025,1,Jan,Q1
ORD101760,2025-01-02,Home & Kitchen,Cookware Set,North,Consumer,UPI,2.0,3921.0,0.26,5803.08,5175.72,627.3599999999997,2025,1,Jan,Q1
ORD101761,2025-08-04,Home & Kitchen,Cookware Set,South,Consumer,Credit Card,2.0,5693.0,0.26,8425.64,7514.76,910.8799999999992,2025,8,Aug,Q3
ORD101762,2024-07-04,Electronics,Laptop,South,Consumer,Debit Card,3.0,18287.0,0.3,38402.7,41694.36,-3291.6600000000035,2024,7,Jul,Q3
ORD101763,2025-04-11,Unknown,Face Serum,West,Consumer,Debit Card,2.0,932.0,0.15,1584.3999999999999,969.28,615.1199999999999,2025,4,Apr,Q2
ORD101764,2025-09-15,Home & Kitchen,Air Fryer,Central,Corporate,UPI,3.0,4781.0,0.1,12908.7,9466.38,3442.3200000000015,2025,9,Sep,Q3
ORD101765,2024-11-30,Electronics,Smartwatch,South,Consumer,COD,1.0,17750.0,0.12,15620.0,13490.0,2130.0,2024,11,Nov,Q4
ORD101766,2024-01-08,Home & Kitchen,Cookware Set,West,Consumer,Debit Card,2.0,4110.0,0.24,6247.2,5425.2,822.0,2024,1,Jan,Q1
ORD101767,2024-07-26,Sports,Football,West,Consumer,Credit Card,5.0,3042.0,0.29,10799.1,9430.2,1368.8999999999996,2024,7,Jul,Q3
ORD101768,2024-05-01,Sports,Cricket Bat,Unknown,Consumer,Debit Card,2.0,2856.0,0.3,3998.4,3541.44,456.96000000000004,2024,5,May,Q2
ORD101769,2025-12-23,Sports,Football,East,Consumer,Credit Card,5.0,2610.0,0.22,9753.9,7753.1,2000.7999999999993,2025,12,Dec,Q4
ORD101770,2025-05-21,Clothing,T-Shirt,East,Consumer,Net Banking,4.0,1800.5,0.16,9764.16,6741.92,3022.24,2025,5,May,Q2
ORD101771,2025-07-11,Electronics,Smartphone,West,Corporate,Credit Card,4.0,24353.0,0.27,71110.76,74033.12,-2922.3600000000006,2025,7,Jul,Q3
ORD101772,2025-02-25,Unknown,Headphones,Central,Corporate,Net Banking,1.0,24110.0,0.12,21216.8,18323.6,2893.2000000000007,2025,2,Feb,Q1
ORD101773,2024-11-12,Sports,Dumbbells,Central,Consumer,UPI,4.0,2465.0,0.2,7888.0,6113.2,1774.8000000000002,2024,11,Nov,Q4
ORD101774,2025-09-23,Home & Kitchen,Vacuum Cleaner,West,Consumer,Net Banking,1.0,4696.0,0.18,3850.72,3099.36,751.3599999999997,2025,9,Sep,Q3
ORD101775,2025-01-18,Clothing,Jeans,West,Corporate,Net Banking,2.0,2457.0,0.2,3931.2,2850.12,1081.08,2025,1,Jan,Q1
ORD101776,2024-10-31,Clothing,Sneakers,North,Consumer,COD,2.0,1529.0,0.15,2599.3,1773.64,825.6600000000001,2024,10,Oct,Q4
ORD101777,2025-05-25,Sports,Dumbbells,South,Corporate,COD,3.0,2610.0,0.17,6902.28,5155.92,1746.3599999999997,2025,5,May,Q2
ORD101778,2025-06-18,Electronics,Smartphone,North,Small Business,Net Banking,1.0,22216.0,0.04,21327.36,16884.16,4443.200000000001,2025,6,Jun,Q2
ORD101779,2025-01-25,Sports,Yoga Mat,North,Consumer,Debit Card,3.0,2066.0,0.15,5268.3,3842.76,1425.54,2025,1,Jan,Q1
ORD101780,2024-05-20,Clothing,Jeans,West,Consumer,UPI,5.0,1687.0,0.22,6579.3,4892.3,1687.0,2024,5,May,Q2
ORD101781,2024-02-23,Sports,Running Shoes,West,Small Business,Unknown,1.0,3289.0,0.15,2795.65,2039.18,756.47,2024,2,Feb,Q1
ORD101782,2025-02-06,Beauty,Shampoo,North,Consumer,Debit Card,2.0,1363.0,0.12,2398.88,1417.52,981.3600000000001,2025,2,Feb,Q1
ORD101783,2024-08-28,Clothing,Sneakers,Central,Corporate,COD,4.0,3004.0,0.16,9973.28,6969.28,3004.000000000001,2024,8,Aug,Q3
ORD101784,2025-07-30,Beauty,Makeup Kit,South,Consumer,Credit Card,1.0,1243.0,0.16,1044.12,646.36,397.7599999999999,2025,7,Jul,Q3
ORD101785,2025-05-25,Electronics,Smartphone,East,Consumer,Debit Card,5.0,26223.0,0.16,118003.5,99647.4,18356.100000000006,2025,5,May,Q2
ORD101786,2025-01-11,Sports,Yoga Mat,West,Consumer,UPI,2.0,3142.0,0.12,5529.92,3896.08,1633.8400000000001,2025,1,Jan,Q1
ORD101787,2025-04-05,Clothing,Jacket,Central,Consumer,Credit Card,3.0,1450.0,0.26,3219.0,2523.0,696.0,2025,4,Apr,Q2
ORD101788,2025-01-04,Beauty,Perfume,West,Consumer,Credit Card,3.0,1540.0,0.14,3973.2,2402.4,1570.7999999999997,2025,1,Jan,Q1
ORD101789,2024-07-04,Beauty,Perfume,East,Consumer,Net Banking,2.0,1280.0,0.19,2073.6,1331.2,742.3999999999999,2024,7,Jul,Q3
ORD101790,2025-01-07,Sports,Football,East,Small Business,COD,4.0,2732.0,0.17,9070.24,6775.36,2294.88,2025,1,Jan,Q1
ORD101791,2025-06-09,Home & Kitchen,Vacuum Cleaner,East,Consumer,Credit Card,1.0,3028.0,0.24,2301.28,1998.48,302.8000000000002,2025,6,Jun,Q2
ORD101792,2024-11-20,Beauty,Shampoo,West,Consumer,Debit Card,3.0,979.0,0.28,2114.64,1527.24,587.3999999999999,2024,11,Nov,Q4
ORD101793,2025-03-31,Electronics,Smartwatch,North,Consumer,COD,2.0,26745.0,0.23,41187.3,40652.4,534.9000000000015,2025,3,Mar,Q1
ORD101794,2024-11-14,Clothing,Jacket,East,Consumer,Net Banking,3.0,2283.0,0.17,5684.67,3972.42,1712.25,2024,11,Nov,Q4
ORD101795,2024-03-09,Home & Kitchen,Coffee Maker,West,Corporate,Credit Card,3.0,3453.0,0.24,7872.84,6836.94,1035.9000000000005,2024,3,Mar,Q1
ORD101796,2024-08-19,Beauty,Moisturizer,West,Consumer,UPI,1.0,1277.0,0.16,1072.68,664.04,408.6400000000001,2024,8,Aug,Q3
ORD101797,2025-03-04,Beauty,Perfume,Central,Consumer,Net Banking,3.0,1002.0,0.14,2585.16,1563.12,1022.04,2025,3,Mar,Q1
ORD101798,2025-06-28,Electronics,Headphones,Central,Corporate,Credit Card,5.0,24833.0,0.2,99332.0,94365.4,4966.600000000006,2025,6,Jun,Q2
ORD101799,2025-03-28,Clothing,Sneakers,South,Consumer,Credit Card,5.0,1294.0,0.16,5434.8,3752.6,1682.2000000000003,2025,3,Mar,Q1
ORD101800,2024-07-11,Beauty,Shampoo,South,Small Business,Net Banking,1.0,1045.0,0.29,741.95,543.4,198.55000000000007,2024,7,Jul,Q3
ORD101801,2024-02-13,Clothing,Sneakers,South,Consumer,Debit Card,5.0,1526.0,0.12,6714.4,4425.4,2289.0,2024,2,Feb,Q1
ORD101802,2025-08-17,Clothing,T-Shirt,East,Consumer,UPI,2.0,1632.0,0.26,2415.36,1893.12,522.2400000000002,2025,8,Aug,Q3
ORD101803,2024-03-17,Clothing,Jacket,North,Corporate,Net Banking,2.0,2399.0,0.22,3742.44,2782.84,959.5999999999999,2024,3,Mar,Q1
ORD101804,2025-10-26,Sports,Football,Central,Consumer,Net Banking,2.0,2585.0,0.09,4704.7,3205.4,1499.2999999999997,2025,10,Oct,Q4
ORD101805,2025-02-02,Sports,Yoga Mat,West,Consumer,UPI,1.0,3495.0,0.17,2900.85,2166.9,733.9499999999998,2025,2,Feb,Q1
ORD101806,2025-01-01,Home & Kitchen,Blender,South,Consumer,UPI,2.0,3461.0,0.29,4914.62,4568.52,346.09999999999945,2025,1,Jan,Q1
ORD101807,2024-12-19,Home & Kitchen,Blender,South,Consumer,UPI,5.0,4141.0,0.02,20290.9,13665.3,6625.600000000002,2024,12,Dec,Q4
ORD101808,2024-07-04,Electronics,Smartwatch,Central,Corporate,COD,5.0,25295.0,0.13,110033.25,96121.0,13912.25,2024,7,Jul,Q3
ORD101809,2025-02-20,Beauty,Perfume,West,Consumer,Net Banking,1.0,1404.0,0.06,1319.76,730.08,589.68,2025,2,Feb,Q1
ORD101810,2024-12-14,Sports,Dumbbells,South,Corporate,COD,1.0,3096.0,0.25,2322.0,1919.52,402.48,2024,12,Dec,Q4
ORD101811,2024-04-12,Sports,Cricket Bat,South,Consumer,Net Banking,3.0,2739.0,0.11,7313.13,5094.54,2218.59,2024,4,Apr,Q2
ORD101812,2024-05-18,Home & Kitchen,Air Fryer,North,Consumer,COD,5.0,4607.0,0.3,16124.5,15203.1,921.3999999999996,2024,5,May,Q2
ORD101813,2025-02-07,Beauty,Moisturizer,East,Consumer,UPI,3.0,1652.0,0.3,3469.2,2577.12,892.0799999999999,2025,2,Feb,Q1
ORD101814,2024-07-13,Sports,Yoga Mat,South,Consumer,UPI,4.0,2483.0,0.15,8442.2,6157.84,2284.3600000000006,2024,7,Jul,Q3
ORD101815,2025-01-09,Beauty,Moisturizer,East,Consumer,Net Banking,5.0,1459.0,0.1,6565.5,3793.4,2772.1,2025,1,Jan,Q1
ORD101816,2024-12-29,Beauty,Perfume,East,Corporate,Credit Card,4.0,1221.0,0.16,4053.72,2539.68,1514.04,2024,12,Dec,Q4
ORD101817,2025-09-19,Beauty,Face Serum,West,Consumer,Net Banking,2.0,1095.0,0.17,1817.7,1138.8,678.9000000000001,2025,9,Sep,Q3
ORD101818,2024-02-03,Electronics,Laptop,North,Consumer,Unknown,3.0,21449.0,0.16,50834.13,48903.72,1930.4099999999962,2024,2,Feb,Q1
ORD101819,2025-08-06,Beauty,Makeup Kit,North,Consumer,UPI,1.0,1367.0,0.24,1038.92,710.84,328.08000000000004,2025,8,Aug,Q3
ORD101820,2025-03-24,Electronics,Headphones,North,Consumer,Debit Card,2.0,21538.0,0.16,41783.72,32737.76,9045.960000000003,2025,3,Mar,Q1
ORD101821,2025-05-10,Sports,Yoga Mat,Central,Consumer,Net Banking,5.0,1111.0,0.18,4555.1,3444.1,1111.0000000000005,2025,5,May,Q2
